ID,sub_specie,claw_length_cm,endangered,size_cm,specie,tail_length_cm,weight_kg
4032,Hoffman’s two-toed sloth,5.985,least_concern,64.365,two_toed,1.45,6.26
4033,Hoffman’s two-toed sloth,4.243,least_concern,63.743,two_toed,1.341,5.873
4034,Hoffman’s two-toed sloth,6.656,least_concern,62.304,two_toed,2.92,7.601
4035,Hoffman’s two-toed sloth,6.683,least_concern,62.715,two_toed,2.822,7.77
4036,Hoffman’s two-toed sloth,7.182,least_concern,62.485,two_toed,3.195,5.182
4037,Hoffman’s two-toed sloth,4.934,least_concern,60.799,two_toed,2.876,3.419
4038,Hoffman’s two-toed sloth,4.737,least_concern,64.086,two_toed,2.043,6.433
4039,Hoffman’s two-toed sloth,4.62,least_concern,64.427,two_toed,4.298,5.139
4040,Hoffman’s two-toed sloth,5.272,least_concern,64.028,two_toed,2.787,4.744
4041,Hoffman’s two-toed sloth,6.584,least_concern,64.852,two_toed,0.707,5.896
4042,Hoffman’s two-toed sloth,6.791,least_concern,63.455,two_toed,2.535,6.254
4043,Hoffman’s two-toed sloth,4.883,least_concern,64.45,two_toed,1.348,6.925
4044,Hoffman’s two-toed sloth,5.808,least_concern,63.028,two_toed,0.814,7.557
4045,Hoffman’s two-toed sloth,5.368,least_concern,62.638,two_toed,2.976,6.634
4046,Hoffman’s two-toed sloth,7.391,least_concern,62.167,two_toed,3.673,4.425
4047,Hoffman’s two-toed sloth,8.125,least_concern,64.182,two_toed,1.055,6.546
4048,Hoffman’s two-toed sloth,5.538,least_concern,64.005,two_toed,1.523,5.833
4049,Hoffman’s two-toed sloth,7.262,least_concern,62.939,two_toed,3.405,7.042
4050,Hoffman’s two-toed sloth,5.009,least_concern,61.467,two_toed,3.58,5.383
4051,Hoffman’s two-toed sloth,6.757,least_concern,63.51,two_toed,2.171,4.688
4052,Hoffman’s two-toed sloth,5.033,least_concern,62.162,two_toed,3.677,6.352
4053,Hoffman’s two-toed sloth,4.127,least_concern,62.84,two_toed,2.333,5.937
4054,Hoffman’s two-toed sloth,5.695,least_concern,62.58,two_toed,2.319,5.35
4055,Hoffman’s two-toed sloth,4.563,least_concern,61.703,two_toed,0.285,4.692
4056,Hoffman’s two-toed sloth,6.216,least_concern,63.551,two_toed,1.746,4.268
4057,Hoffman’s two-toed sloth,3.584,least_concern,63.683,two_toed,1.791,6.43
4058,Hoffman’s two-toed sloth,7.819,least_concern,61.981,two_toed,2.812,6.763
4059,Hoffman’s two-toed sloth,5.947,least_concern,62.864,two_toed,1.929,4.778
4060,Hoffman’s two-toed sloth,4.778,least_concern,62.17,two_toed,2.191,5.764
4061,Hoffman’s two-toed sloth,5.448,least_concern,63.108,two_toed,2.78,5.571
4062,Hoffman’s two-toed sloth,4.906,least_concern,63.532,two_toed,2.291,6.067
4063,Hoffman’s two-toed sloth,5.374,least_concern,63.172,two_toed,1.587,5.522
4064,Hoffman’s two-toed sloth,4.583,least_concern,63.408,two_toed,1.874,5.84
4065,Hoffman’s two-toed sloth,6.086,least_concern,62.29,two_toed,0.845,6.253
4066,Hoffman’s two-toed sloth,7.358,least_concern,63.278,two_toed,0.866,5.657
4067,Hoffman’s two-toed sloth,7.15,least_concern,63.771,two_toed,3.799,4.002
4068,Hoffman’s two-toed sloth,6.049,least_concern,62.544,two_toed,2.422,6.486
4069,Hoffman’s two-toed sloth,5.977,least_concern,64.621,two_toed,3.1,5.336
4070,Hoffman’s two-toed sloth,6.617,least_concern,63.706,two_toed,0.986,4.503
4071,Hoffman’s two-toed sloth,4.509,least_concern,63.649,two_toed,2.219,4.443
4072,Hoffman’s two-toed sloth,5.731,least_concern,61.991,two_toed,1.876,5.819
4073,Hoffman’s two-toed sloth,6.21,least_concern,65.373,two_toed,3.368,4.078
4074,Hoffman’s two-toed sloth,4.31,least_concern,62.265,two_toed,0.773,5.087
4075,Hoffman’s two-toed sloth,5.284,least_concern,61.963,two_toed,2.247,3.44
4076,Hoffman’s two-toed sloth,6.059,least_concern,61.61,two_toed,1.648,4.962
4077,Hoffman’s two-toed sloth,5.111,least_concern,63.774,two_toed,1.672,4.869
4078,Hoffman’s two-toed sloth,5.442,least_concern,62.981,two_toed,1.075,6.62
4079,Hoffman’s two-toed sloth,6.201,least_concern,62.691,two_toed,3.092,5.234
4080,Hoffman’s two-toed sloth,5.026,least_concern,63.018,two_toed,2.4,6.853
4081,Hoffman’s two-toed sloth,5.039,least_concern,62.741,two_toed,0.114,6.12
4082,Hoffman’s two-toed sloth,4.641,least_concern,61.017,two_toed,2.627,4.61
4083,Hoffman’s two-toed sloth,6.49,least_concern,63.078,two_toed,4.195,5.188
4084,Hoffman’s two-toed sloth,6.826,least_concern,65.951,two_toed,2.058,6.19
4085,Hoffman’s two-toed sloth,6.567,least_concern,61.307,two_toed,1.781,5.133
4086,Hoffman’s two-toed sloth,8.032,least_concern,63.374,two_toed,3.32,6.695
4087,Hoffman’s two-toed sloth,5.654,least_concern,61.797,two_toed,2.41,5.673
4088,Hoffman’s two-toed sloth,5.125,least_concern,63.846,two_toed,1.379,4.163
4089,Hoffman’s two-toed sloth,7.865,least_concern,61.811,two_toed,2.613,6.64
4090,Hoffman’s two-toed sloth,4.786,least_concern,64.074,two_toed,1.766,5.973
4091,Hoffman’s two-toed sloth,6.29,least_concern,61.477,two_toed,3.489,7.626
4092,Hoffman’s two-toed sloth,4.762,least_concern,60.855,two_toed,0.847,6.059
4093,Hoffman’s two-toed sloth,6.251,least_concern,63.219,two_toed,3.077,4.218
4094,Hoffman’s two-toed sloth,6.336,least_concern,62.831,two_toed,3.866,6.672
4095,Hoffman’s two-toed sloth,5.2,least_concern,61.019,two_toed,1.465,5.989
4096,Hoffman’s two-toed sloth,6.226,least_concern,63.846,two_toed,1.972,6.39
4097,Hoffman’s two-toed sloth,7.449,least_concern,63.35,two_toed,2.571,5.518
4098,Hoffman’s two-toed sloth,6.182,least_concern,62.798,two_toed,1.176,5.467
4099,Hoffman’s two-toed sloth,5.902,least_concern,63.414,two_toed,2.072,7.072
4100,Hoffman’s two-toed sloth,5.545,least_concern,63.966,two_toed,1.634,3.665
4101,Hoffman’s two-toed sloth,5.945,least_concern,61.531,two_toed,1.156,5.732
4102,Hoffman’s two-toed sloth,5.109,least_concern,62.526,two_toed,3.791,6.149
4103,Hoffman’s two-toed sloth,3.631,least_concern,63.93,two_toed,1.46,5.023
4104,Hoffman’s two-toed sloth,5.604,least_concern,64.233,two_toed,2.687,5.723
4105,Hoffman’s two-toed sloth,5.775,least_concern,62.621,two_toed,2.486,5.967
4106,Hoffman’s two-toed sloth,5.855,least_concern,62.834,two_toed,2.434,6.675
4107,Hoffman’s two-toed sloth,5.549,least_concern,64.537,two_toed,1.249,4.867
4108,Hoffman’s two-toed sloth,6.654,least_concern,62.862,two_toed,0.292,5.831
4109,Hoffman’s two-toed sloth,6.987,least_concern,63.825,two_toed,3.989,6.099
4110,Hoffman’s two-toed sloth,6.383,least_concern,63.803,two_toed,1.595,4.946
4111,Hoffman’s two-toed sloth,4.892,least_concern,61.612,two_toed,1.364,4.61
4112,Hoffman’s two-toed sloth,6.328,least_concern,61.87,two_toed,1.759,5.366
4113,Hoffman’s two-toed sloth,5.228,least_concern,60.214,two_toed,2.113,4.945
4114,Hoffman’s two-toed sloth,7.161,least_concern,63.107,two_toed,0.94,4.443
4115,Hoffman’s two-toed sloth,6.474,least_concern,64.658,two_toed,1.382,5.697
4116,Hoffman’s two-toed sloth,6.309,least_concern,63.419,two_toed,2.285,4.669
4117,Hoffman’s two-toed sloth,6.443,least_concern,67.091,two_toed,1.456,4.84
4118,Hoffman’s two-toed sloth,5.904,least_concern,63.138,two_toed,1.518,6.478
4119,Hoffman’s two-toed sloth,9.295,least_concern,62.168,two_toed,3.46,5.697
4120,Hoffman’s two-toed sloth,5.956,least_concern,63.768,two_toed,1.935,6.04
4121,Hoffman’s two-toed sloth,6.982,least_concern,62.186,two_toed,1.963,5.9
4122,Hoffman’s two-toed sloth,4.277,least_concern,62.308,two_toed,2.297,6.781
4123,Hoffman’s two-toed sloth,8.227,least_concern,62.92,two_toed,1.822,5.68
4124,Hoffman’s two-toed sloth,7.747,least_concern,63.096,two_toed,3.893,5.121
4125,Hoffman’s two-toed sloth,5.866,least_concern,62.649,two_toed,2.257,6.019
4126,Hoffman’s two-toed sloth,6.128,least_concern,63.07,two_toed,2.34,4.905
4127,Hoffman’s two-toed sloth,5.026,least_concern,62.564,two_toed,1.127,6.008
4128,Hoffman’s two-toed sloth,5.727,least_concern,62.902,two_toed,1.604,4.201
4129,Hoffman’s two-toed sloth,6.406,least_concern,61.467,two_toed,3.097,4.128
4130,Hoffman’s two-toed sloth,4.34,least_concern,62.273,two_toed,2.879,5.271
4131,Hoffman’s two-toed sloth,6.656,least_concern,62.056,two_toed,0.918,6.538
4132,Hoffman’s two-toed sloth,6.196,least_concern,63.047,two_toed,2.748,5.229
4133,Hoffman’s two-toed sloth,4.265,least_concern,62.962,two_toed,1.756,6.528
4134,Hoffman’s two-toed sloth,4.869,least_concern,62.141,two_toed,2.989,4.611
4135,Hoffman’s two-toed sloth,5.511,least_concern,61.707,two_toed,2.545,4.741
4136,Hoffman’s two-toed sloth,5.949,least_concern,62.921,two_toed,2.943,5.049
4137,Hoffman’s two-toed sloth,5.291,least_concern,64.08,two_toed,0.587,6.248
4138,Hoffman’s two-toed sloth,5.89,least_concern,61.366,two_toed,3.208,5.355
4139,Hoffman’s two-toed sloth,6.189,least_concern,62.347,two_toed,2.817,6.801
4140,Hoffman’s two-toed sloth,7.395,least_concern,63.68,two_toed,3.063,4.292
4141,Hoffman’s two-toed sloth,4.164,least_concern,62.864,two_toed,2.857,5.692
4142,Hoffman’s two-toed sloth,5.722,least_concern,62.752,two_toed,2.582,6.308
4143,Hoffman’s two-toed sloth,6.578,least_concern,61.163,two_toed,1.848,7.045
4144,Hoffman’s two-toed sloth,5.373,least_concern,62.81,two_toed,3.004,3.993
4145,Hoffman’s two-toed sloth,4.889,least_concern,62.391,two_toed,1.534,7.133
4146,Hoffman’s two-toed sloth,4.967,least_concern,61.486,two_toed,3.396,5.189
4147,Hoffman’s two-toed sloth,5.049,least_concern,62.393,two_toed,2.498,7.256
4148,Hoffman’s two-toed sloth,5.663,least_concern,62.524,two_toed,2.052,6.542
4149,Hoffman’s two-toed sloth,6.092,least_concern,61.454,two_toed,4.08,5.27
4150,Hoffman’s two-toed sloth,6.475,least_concern,61.236,two_toed,2.516,4.909
4151,Hoffman’s two-toed sloth,5.369,least_concern,64.73,two_toed,2.538,4.624
4152,Hoffman’s two-toed sloth,5.175,least_concern,62.302,two_toed,1.101,7.45
4153,Hoffman’s two-toed sloth,6.647,least_concern,64.251,two_toed,2.265,6.716
4154,Hoffman’s two-toed sloth,6.228,least_concern,62.818,two_toed,2.533,6.163
4155,Hoffman’s two-toed sloth,7.117,least_concern,63.343,two_toed,1.809,6.48
4156,Hoffman’s two-toed sloth,7.129,least_concern,63.337,two_toed,0.954,5.131
4157,Hoffman’s two-toed sloth,6.916,least_concern,62.989,two_toed,1.598,5.443
4158,Hoffman’s two-toed sloth,4.49,least_concern,63.496,two_toed,1.595,6.244
4159,Hoffman’s two-toed sloth,4.724,least_concern,61.551,two_toed,0.471,6.192
4160,Hoffman’s two-toed sloth,6.884,least_concern,61.671,two_toed,3.5,5.244
4161,Hoffman’s two-toed sloth,6.164,least_concern,62.707,two_toed,3.457,5.755
4162,Hoffman’s two-toed sloth,5.722,least_concern,62.437,two_toed,3.224,5.305
4163,Hoffman’s two-toed sloth,5.998,least_concern,61.279,two_toed,2.51,7.972
4164,Hoffman’s two-toed sloth,4.766,least_concern,63.946,two_toed,2.839,6.312
4165,Hoffman’s two-toed sloth,5.133,least_concern,63.888,two_toed,3.482,5.115
4166,Hoffman’s two-toed sloth,6.01,least_concern,64.418,two_toed,1.869,4.58
4167,Hoffman’s two-toed sloth,5.742,least_concern,61.383,two_toed,2.479,6.328
4168,Hoffman’s two-toed sloth,6.299,least_concern,63.032,two_toed,1.986,4.537
4169,Hoffman’s two-toed sloth,6.061,least_concern,61.66,two_toed,0.758,5.904
4170,Hoffman’s two-toed sloth,7.714,least_concern,64.154,two_toed,2.06,5.991
4171,Hoffman’s two-toed sloth,6.342,least_concern,61.953,two_toed,3.264,5.085
4172,Hoffman’s two-toed sloth,5.304,least_concern,62.596,two_toed,2.573,5.444
4173,Hoffman’s two-toed sloth,5.965,least_concern,63.824,two_toed,3.528,5.023
4174,Hoffman’s two-toed sloth,5.779,least_concern,62.072,two_toed,-0.7,4.413
4175,Hoffman’s two-toed sloth,4.357,least_concern,62.47,two_toed,2.122,4.173
4176,Hoffman’s two-toed sloth,4.922,least_concern,61.917,two_toed,1.2,5.955
4177,Hoffman’s two-toed sloth,6.766,least_concern,61.533,two_toed,2.616,4.795
4178,Hoffman’s two-toed sloth,6.476,least_concern,61.442,two_toed,2.391,4.356
4179,Hoffman’s two-toed sloth,5.384,least_concern,63.914,two_toed,3.286,6.366
4180,Hoffman’s two-toed sloth,6.114,least_concern,63.279,two_toed,3.694,7.77
4181,Hoffman’s two-toed sloth,5.152,least_concern,63.53,two_toed,2.936,4.307
4182,Hoffman’s two-toed sloth,5.813,least_concern,61.843,two_toed,2.76,5.747
4183,Hoffman’s two-toed sloth,4.671,least_concern,63.913,two_toed,1.394,5.846
4184,Hoffman’s two-toed sloth,6.68,least_concern,63.895,two_toed,0.647,5.48
4185,Hoffman’s two-toed sloth,4.338,least_concern,63.28,two_toed,2.156,5.603
4186,Hoffman’s two-toed sloth,6.008,least_concern,61.457,two_toed,4.497,5.14
4187,Hoffman’s two-toed sloth,6.759,least_concern,62.164,two_toed,2.679,5.06
4188,Hoffman’s two-toed sloth,6.414,least_concern,64.043,two_toed,3.979,7.378
4189,Hoffman’s two-toed sloth,4.664,least_concern,62.159,two_toed,2.581,6.523
4190,Hoffman’s two-toed sloth,6.873,least_concern,61.607,two_toed,3.913,5.402
4191,Hoffman’s two-toed sloth,5.731,least_concern,62.434,two_toed,3.526,5.373
4192,Hoffman’s two-toed sloth,6.236,least_concern,62.456,two_toed,2.915,5.544
4193,Hoffman’s two-toed sloth,6.532,least_concern,63.363,two_toed,2.511,6.019
4194,Hoffman’s two-toed sloth,6.731,least_concern,65.104,two_toed,3.436,6.241
4195,Hoffman’s two-toed sloth,6.256,least_concern,62.579,two_toed,2.253,6.069
4196,Hoffman’s two-toed sloth,5.542,least_concern,62.453,two_toed,1.167,6.313
4197,Hoffman’s two-toed sloth,5.17,least_concern,63.337,two_toed,3.811,5.843
4198,Hoffman’s two-toed sloth,5.75,least_concern,64.826,two_toed,0.855,6.292
4199,Hoffman’s two-toed sloth,8.105,least_concern,61.295,two_toed,2.242,5.738
4200,Hoffman’s two-toed sloth,5.235,least_concern,63.232,two_toed,1.762,5.395
4201,Hoffman’s two-toed sloth,6.981,least_concern,62.79,two_toed,1.872,4.814
4202,Hoffman’s two-toed sloth,6.578,least_concern,63.176,two_toed,0.869,5.209
4203,Hoffman’s two-toed sloth,5.669,least_concern,62.344,two_toed,3.105,4.573
4204,Hoffman’s two-toed sloth,4.596,least_concern,63.956,two_toed,1.484,7.404
4205,Hoffman’s two-toed sloth,6.384,least_concern,63.695,two_toed,1.424,5.702
4206,Hoffman’s two-toed sloth,5.169,least_concern,63.486,two_toed,3.047,5.693
4207,Hoffman’s two-toed sloth,7.037,least_concern,64.351,two_toed,0.401,7.286
4208,Hoffman’s two-toed sloth,5.455,least_concern,62.788,two_toed,2.179,5.131
4209,Hoffman’s two-toed sloth,5.934,least_concern,62.904,two_toed,1.047,6.039
4210,Hoffman’s two-toed sloth,5.24,least_concern,61.965,two_toed,3.231,4.938
4211,Hoffman’s two-toed sloth,4.958,least_concern,63.01,two_toed,3.274,5.009
4212,Hoffman’s two-toed sloth,8.251,least_concern,61.952,two_toed,3.814,7.061
4213,Hoffman’s two-toed sloth,4.706,least_concern,62.704,two_toed,1.53,3.938
4214,Hoffman’s two-toed sloth,5.33,least_concern,62.053,two_toed,2.228,4.074
4215,Hoffman’s two-toed sloth,4.964,least_concern,63.599,two_toed,3.618,4.226
4216,Hoffman’s two-toed sloth,4.208,least_concern,64.831,two_toed,0.098,5.932
4217,Hoffman’s two-toed sloth,4.811,least_concern,63.383,two_toed,2.463,4.347
4218,Hoffman’s two-toed sloth,7.945,least_concern,61.935,two_toed,3.261,5.41
4219,Hoffman’s two-toed sloth,6.706,least_concern,62.677,two_toed,1.862,6.802
4220,Hoffman’s two-toed sloth,6.44,least_concern,64.108,two_toed,3.14,3.959
4221,Hoffman’s two-toed sloth,5.091,least_concern,62.579,two_toed,1.626,7.193
4222,Hoffman’s two-toed sloth,5.806,least_concern,64.319,two_toed,3.538,7.903
4223,Hoffman’s two-toed sloth,5.794,least_concern,62.706,two_toed,1.979,5.785
4224,Hoffman’s two-toed sloth,5.527,least_concern,64.022,two_toed,2.744,5.665
4225,Hoffman’s two-toed sloth,4.386,least_concern,63.746,two_toed,3.535,6.73
4226,Hoffman’s two-toed sloth,5.265,least_concern,64.146,two_toed,4.918,2.655
4227,Hoffman’s two-toed sloth,5.069,least_concern,63.372,two_toed,1.278,6.957
4228,Hoffman’s two-toed sloth,5.214,least_concern,62.71,two_toed,3.022,6.25
4229,Hoffman’s two-toed sloth,5.62,least_concern,63.525,two_toed,4.195,6.986
4230,Hoffman’s two-toed sloth,8.716,least_concern,64.246,two_toed,2.34,6.704
4231,Hoffman’s two-toed sloth,6.127,least_concern,63.584,two_toed,1.8,3.807
4232,Hoffman’s two-toed sloth,3.875,least_concern,61.802,two_toed,2.395,6.505
4233,Hoffman’s two-toed sloth,4.931,least_concern,61.5,two_toed,3.942,4.748
4234,Hoffman’s two-toed sloth,6.844,least_concern,61.656,two_toed,1.844,4.818
4235,Hoffman’s two-toed sloth,6.351,least_concern,60.784,two_toed,3.348,7.066
4236,Hoffman’s two-toed sloth,5.001,least_concern,63.617,two_toed,0.781,6.159
4237,Hoffman’s two-toed sloth,4.232,least_concern,61.884,two_toed,3.866,5.705
4238,Hoffman’s two-toed sloth,4.136,least_concern,62.733,two_toed,1.237,6.52
4239,Hoffman’s two-toed sloth,3.644,least_concern,64.151,two_toed,3.069,4.572
4240,Hoffman’s two-toed sloth,5.642,least_concern,63.027,two_toed,1.532,5.23
4241,Hoffman’s two-toed sloth,4.93,least_concern,63.979,two_toed,2.268,5.808
4242,Hoffman’s two-toed sloth,5.896,least_concern,62.959,two_toed,2.48,6.822
4243,Hoffman’s two-toed sloth,7.657,least_concern,65.026,two_toed,1.113,4.635
4244,Hoffman’s two-toed sloth,5.367,least_concern,63.125,two_toed,2.935,6.419
4245,Hoffman’s two-toed sloth,3.359,least_concern,62.337,two_toed,1.085,6.333
4246,Hoffman’s two-toed sloth,6.442,least_concern,63.086,two_toed,2.644,6.212
4247,Hoffman’s two-toed sloth,6.477,least_concern,63.86,two_toed,1.43,5.771
4248,Hoffman’s two-toed sloth,5.123,least_concern,62.879,two_toed,0.387,5.564
4249,Hoffman’s two-toed sloth,4.59,least_concern,63.005,two_toed,3.339,5.946
4250,Hoffman’s two-toed sloth,6.86,least_concern,64.084,two_toed,1.455,4.978
4251,Hoffman’s two-toed sloth,6.574,least_concern,63.887,two_toed,2.173,6.635
4252,Hoffman’s two-toed sloth,5.223,least_concern,65.485,two_toed,4.107,5.006
4253,Hoffman’s two-toed sloth,7.302,least_concern,61.392,two_toed,3.181,5.055
4254,Hoffman’s two-toed sloth,5.846,least_concern,63.472,two_toed,2.11,4.484
4255,Hoffman’s two-toed sloth,5.652,least_concern,63.55,two_toed,1.673,6.088
4256,Hoffman’s two-toed sloth,8.173,least_concern,62.64,two_toed,1.517,5.795
4257,Hoffman’s two-toed sloth,4.993,least_concern,67.098,two_toed,3.082,4.461
4258,Hoffman’s two-toed sloth,7,least_concern,60.382,two_toed,2.19,4.232
4259,Hoffman’s two-toed sloth,4.515,least_concern,63.99,two_toed,2.989,4.459
4260,Hoffman’s two-toed sloth,5.871,least_concern,63.23,two_toed,2.244,4.515
4261,Hoffman’s two-toed sloth,4.424,least_concern,60.985,two_toed,1.642,5.132
4262,Hoffman’s two-toed sloth,4.275,least_concern,61.973,two_toed,2.376,5.546
4263,Hoffman’s two-toed sloth,3.86,least_concern,62.843,two_toed,1.662,4.465
4264,Hoffman’s two-toed sloth,7.587,least_concern,63.333,two_toed,2.666,3.76
4265,Hoffman’s two-toed sloth,4.109,least_concern,61.868,two_toed,3.168,4.745
4266,Hoffman’s two-toed sloth,6.355,least_concern,63.404,two_toed,1.808,6.335
4267,Hoffman’s two-toed sloth,6.323,least_concern,63.199,two_toed,1.998,4.623
4268,Hoffman’s two-toed sloth,5.707,least_concern,63.988,two_toed,0.08,5.34
4269,Hoffman’s two-toed sloth,6.882,least_concern,62.321,two_toed,2.288,3.722
4270,Hoffman’s two-toed sloth,6.248,least_concern,63.488,two_toed,1.964,4.365
4271,Hoffman’s two-toed sloth,4.672,least_concern,61.005,two_toed,2.029,6.117
4272,Hoffman’s two-toed sloth,5.562,least_concern,63.963,two_toed,3.072,3.758
4273,Hoffman’s two-toed sloth,5.892,least_concern,62.486,two_toed,-0.413,5.422
4274,Hoffman’s two-toed sloth,6.884,least_concern,62.99,two_toed,4.162,3.628
4275,Hoffman’s two-toed sloth,7.414,least_concern,63.472,two_toed,1.75,4.385
4276,Hoffman’s two-toed sloth,5.273,least_concern,62.574,two_toed,3.397,5.486
4277,Hoffman’s two-toed sloth,7.094,least_concern,63.18,two_toed,-0.21,6.486
4278,Hoffman’s two-toed sloth,6.265,least_concern,64.101,two_toed,2.908,6.584
4279,Hoffman’s two-toed sloth,4.236,least_concern,63.692,two_toed,2.127,6.01
4280,Hoffman’s two-toed sloth,4.744,least_concern,62.678,two_toed,2.871,4.627
4281,Hoffman’s two-toed sloth,6.552,least_concern,62.938,two_toed,1.94,6.041
4282,Hoffman’s two-toed sloth,5.136,least_concern,63.626,two_toed,3.521,5.95
4283,Hoffman’s two-toed sloth,6.273,least_concern,63.53,two_toed,1.703,4.737
4284,Hoffman’s two-toed sloth,6.204,least_concern,60.859,two_toed,3.111,5.551
4285,Hoffman’s two-toed sloth,7.413,least_concern,64.652,two_toed,2.546,6.346
4286,Hoffman’s two-toed sloth,7.511,least_concern,63.125,two_toed,2.236,5.698
4287,Hoffman’s two-toed sloth,5.893,least_concern,63.126,two_toed,1.692,4.496
4288,Hoffman’s two-toed sloth,6.826,least_concern,61.728,two_toed,3.417,6.472
4289,Hoffman’s two-toed sloth,5.74,least_concern,62.48,two_toed,1.747,6.938
4290,Hoffman’s two-toed sloth,3.911,least_concern,63.538,two_toed,3.191,5.499
4291,Hoffman’s two-toed sloth,6.301,least_concern,64.473,two_toed,3.09,5.84
4292,Hoffman’s two-toed sloth,6.136,least_concern,64.028,two_toed,2.293,4.515
4293,Hoffman’s two-toed sloth,6.08,least_concern,64.207,two_toed,1.945,5.304
4294,Hoffman’s two-toed sloth,6.731,least_concern,63.998,two_toed,2.764,4.682
4295,Hoffman’s two-toed sloth,6.933,least_concern,62.586,two_toed,2.012,6.612
4296,Hoffman’s two-toed sloth,4.05,least_concern,63.771,two_toed,1.157,5.779
4297,Hoffman’s two-toed sloth,5.821,least_concern,63.102,two_toed,0.477,6.34
4298,Hoffman’s two-toed sloth,5.077,least_concern,62.91,two_toed,1.404,4.632
4299,Hoffman’s two-toed sloth,3.752,least_concern,63.197,two_toed,2.732,4.631
4300,Hoffman’s two-toed sloth,6.043,least_concern,63.261,two_toed,3.171,4.527
4301,Hoffman’s two-toed sloth,6.485,least_concern,63.18,two_toed,2.013,4.813
4302,Hoffman’s two-toed sloth,4.974,least_concern,62.182,two_toed,1.15,6.118
4303,Hoffman’s two-toed sloth,1.748,least_concern,63.415,two_toed,0.721,4.739
4304,Hoffman’s two-toed sloth,5.566,least_concern,62.663,two_toed,2.222,6.143
4305,Hoffman’s two-toed sloth,5.432,least_concern,64.659,two_toed,2.823,4.331
4306,Hoffman’s two-toed sloth,5.668,least_concern,61.977,two_toed,1.899,7.266
4307,Hoffman’s two-toed sloth,6.398,least_concern,62.784,two_toed,1.341,5.449
4308,Hoffman’s two-toed sloth,4.972,least_concern,64.723,two_toed,1.608,3.629
4309,Hoffman’s two-toed sloth,5.777,least_concern,63.367,two_toed,1.777,4.857
4310,Hoffman’s two-toed sloth,6.619,least_concern,63.414,two_toed,3.044,5.594
4311,Hoffman’s two-toed sloth,4.332,least_concern,63.39,two_toed,3.1,6.5
4312,Hoffman’s two-toed sloth,4.529,least_concern,63.744,two_toed,3.191,6.563
4313,Hoffman’s two-toed sloth,8.081,least_concern,61.03,two_toed,2.799,5.536
4314,Hoffman’s two-toed sloth,4.819,least_concern,63.979,two_toed,1.378,5.944
4315,Hoffman’s two-toed sloth,5.495,least_concern,64.062,two_toed,1.778,5.632
4316,Hoffman’s two-toed sloth,4.839,least_concern,63.344,two_toed,3.321,4.746
4317,Hoffman’s two-toed sloth,5.932,least_concern,63.343,two_toed,1.805,5.175
4318,Hoffman’s two-toed sloth,4.919,least_concern,61.527,two_toed,1.748,5.753
4319,Hoffman’s two-toed sloth,5.232,least_concern,63.656,two_toed,3.066,3.852
4320,Hoffman’s two-toed sloth,5.452,least_concern,63.537,two_toed,0.201,5.722
4321,Hoffman’s two-toed sloth,6.293,least_concern,62.592,two_toed,1.886,6.253
4322,Hoffman’s two-toed sloth,5.699,least_concern,61.703,two_toed,3.549,5.527
4323,Hoffman’s two-toed sloth,5.92,least_concern,63.558,two_toed,2.975,7.676
4324,Hoffman’s two-toed sloth,6.783,least_concern,62.546,two_toed,3.381,5.483
4325,Hoffman’s two-toed sloth,4.655,least_concern,62.112,two_toed,1.729,6.427
4326,Hoffman’s two-toed sloth,5.191,least_concern,64.34,two_toed,2.524,4.19
4327,Hoffman’s two-toed sloth,5.268,least_concern,63.254,two_toed,2.172,5.588
4328,Hoffman’s two-toed sloth,8.422,least_concern,64.199,two_toed,1.264,2.772
4329,Hoffman’s two-toed sloth,5.281,least_concern,62.207,two_toed,1.895,6.45
4330,Hoffman’s two-toed sloth,4.941,least_concern,62.723,two_toed,2.838,5.853
4331,Hoffman’s two-toed sloth,4.646,least_concern,63.719,two_toed,2.494,6.96
4332,Hoffman’s two-toed sloth,5.796,least_concern,62.902,two_toed,2.337,5.774
4333,Hoffman’s two-toed sloth,3.824,least_concern,62.997,two_toed,2.953,4.443
4334,Hoffman’s two-toed sloth,6.195,least_concern,63.73,two_toed,3.213,5.843
4335,Hoffman’s two-toed sloth,4.405,least_concern,64.502,two_toed,2.49,5.97
4336,Hoffman’s two-toed sloth,7.666,least_concern,64.253,two_toed,4.109,4.92
4337,Hoffman’s two-toed sloth,7.1,least_concern,62.011,two_toed,2.028,5.187
4338,Hoffman’s two-toed sloth,5.963,least_concern,63.795,two_toed,4.499,5.556
4339,Hoffman’s two-toed sloth,7.415,least_concern,63.77,two_toed,1.94,5.888
4340,Hoffman’s two-toed sloth,7.053,least_concern,63.378,two_toed,0.38,5.296
4341,Hoffman’s two-toed sloth,5.407,least_concern,63.23,two_toed,1.417,7.595
4342,Hoffman’s two-toed sloth,2.755,least_concern,61.405,two_toed,2.138,5.171
4343,Hoffman’s two-toed sloth,5.497,least_concern,61.84,two_toed,1.774,5.197
4344,Hoffman’s two-toed sloth,5.004,least_concern,63.807,two_toed,0.889,5.917
4345,Hoffman’s two-toed sloth,5.009,least_concern,63.931,two_toed,3.629,4.79
4346,Hoffman’s two-toed sloth,4.765,least_concern,61.567,two_toed,2.276,5.814
4347,Hoffman’s two-toed sloth,5.594,least_concern,64.681,two_toed,1.688,5.953
4348,Hoffman’s two-toed sloth,6.236,least_concern,62.565,two_toed,0.306,4.936
